"","Round","State","Match-up"
"15028",300,"Nevada",17
"15029",300,"New Hampshire",4
"15030",300,"New Jersey",28
"15031",300,"New Mexico",30
"15032",300,"New York",42
"15033",300,"North Carolina",27
"15034",300,"North Dakota",2
"15035",300,"Ohio",38
"15036",300,"Oklahoma",29
"15037",300,"Oregon",40
"15038",300,"Pennsylvania",47
"15039",300,"Rhode Island",12
"15040",300,"South Carolina",34
"15041",300,"South Dakota",7
"15042",300,"Tennessee",35
"15043",300,"Texas",36
"15044",300,"Utah",20
"15045",300,"Vermont",1
"15046",300,"Virginia",33
"15047",300,"Washington",19
"15048",300,"West Virginia",14
"15049",300,"Wisconsin",49
"15050",300,"Wyoming",0
"15051",301,"Alabama",45
"15052",301,"Alaska",3
"15053",301,"Arizona",38
"15054",301,"Arkansas",32
"15055",301,"California",49
"15056",301,"Colorado",17
"15057",301,"Connecticut",22
"15058",301,"Delaware",8
"15059",301,"Florida",46
"15060",301,"Georgia",33
"15061",301,"Hawaii",6
"15062",301,"Idaho",9
"15063",301,"Illinois",27
"15064",301,"Indiana",44
"15065",301,"Iowa",10
"15066",301,"Kansas",25
"15067",301,"Kentucky",19
"15068",301,"Louisiana",26
"15069",301,"Maine",5
"15070",301,"Maryland",16
"15071",301,"Massachusetts",47
"15072",301,"Michigan",42
"15073",301,"Minnesota",24
"15074",301,"Mississippi",40
"15075",301,"Missouri",23
"15076",301,"Montana",11
"15077",301,"Nebraska",13
"15078",301,"Nevada",18
"15079",301,"New Hampshire",4
"15080",301,"New Jersey",29
"15081",301,"New Mexico",31
"15082",301,"New York",43
"15083",301,"North Carolina",28
"15084",301,"North Dakota",2
"15085",301,"Ohio",39
"15086",301,"Oklahoma",30
"15087",301,"Oregon",41
"15088",301,"Pennsylvania",48
"15089",301,"Rhode Island",12
"15090",301,"South Carolina",35
"15091",301,"South Dakota",7
"15092",301,"Tennessee",36
"15093",301,"Texas",37
"15094",301,"Utah",21
"15095",301,"Vermont",1
"15096",301,"Virginia",34
"15097",301,"Washington",20
"15098",301,"West Virginia",14
"15099",301,"Wisconsin",15
"15100",301,"Wyoming",0
"15101",302,"Alabama",46
"15102",302,"Alaska",3
"15103",302,"Arizona",38
"15104",302,"Arkansas",32
"15105",302,"California",40
"15106",302,"Colorado",17
"15107",302,"Connecticut",22
"15108",302,"Delaware",8
"15109",302,"Florida",47
"15110",302,"Georgia",33
"15111",302,"Hawaii",6
"15112",302,"Idaho",9
"15113",302,"Illinois",27
"15114",302,"Indiana",45
"15115",302,"Iowa",10
"15116",302,"Kansas",25
"15117",302,"Kentucky",19
"15118",302,"Louisiana",26
"15119",302,"Maine",5
"15120",302,"Maryland",16
"15121",302,"Massachusetts",48
"15122",302,"Michigan",43
"15123",302,"Minnesota",24
"15124",302,"Mississippi",41
"15125",302,"Missouri",23
"15126",302,"Montana",11
"15127",302,"Nebraska",13
"15128",302,"Nevada",18
"15129",302,"New Hampshire",4
"15130",302,"New Jersey",29
"15131",302,"New Mexico",31
"15132",302,"New York",44
"15133",302,"North Carolina",28
"15134",302,"North Dakota",2
"15135",302,"Ohio",39
"15136",302,"Oklahoma",30
"15137",302,"Oregon",42
"15138",302,"Pennsylvania",49
"15139",302,"Rhode Island",12
"15140",302,"South Carolina",35
"15141",302,"South Dakota",7
"15142",302,"Tennessee",36
"15143",302,"Texas",37
"15144",302,"Utah",21
"15145",302,"Vermont",1
"15146",302,"Virginia",34
"15147",302,"Washington",20
"15148",302,"West Virginia",14
"15149",302,"Wisconsin",15
"15150",302,"Wyoming",0
"15151",303,"Alabama",47
"15152",303,"Alaska",3
"15153",303,"Arizona",39
"15154",303,"Arkansas",33
"15155",303,"California",41
"15156",303,"Colorado",17
"15157",303,"Connecticut",22
"15158",303,"Delaware",8
"15159",303,"Florida",48
"15160",303,"Georgia",34
"15161",303,"Hawaii",6
"15162",303,"Idaho",9
"15163",303,"Illinois",28
"15164",303,"Indiana",46
"15165",303,"Iowa",10
"15166",303,"Kansas",26
"15167",303,"Kentucky",19
"15168",303,"Louisiana",27
"15169",303,"Maine",5
"15170",303,"Maryland",16
"15171",303,"Massachusetts",49
"15172",303,"Michigan",44
"15173",303,"Minnesota",24
"15174",303,"Mississippi",42
"15175",303,"Missouri",23
"15176",303,"Montana",11
"15177",303,"Nebraska",13
"15178",303,"Nevada",18
"15179",303,"New Hampshire",4
"15180",303,"New Jersey",30
"15181",303,"New Mexico",32
"15182",303,"New York",45
"15183",303,"North Carolina",29
"15184",303,"North Dakota",2
"15185",303,"Ohio",40
"15186",303,"Oklahoma",31
"15187",303,"Oregon",43
"15188",303,"Pennsylvania",25
"15189",303,"Rhode Island",12
"15190",303,"South Carolina",36
"15191",303,"South Dakota",7
"15192",303,"Tennessee",37
"15193",303,"Texas",38
"15194",303,"Utah",21
"15195",303,"Vermont",1
"15196",303,"Virginia",35
"15197",303,"Washington",20
"15198",303,"West Virginia",14
"15199",303,"Wisconsin",15
"15200",303,"Wyoming",0
"15201",304,"Alabama",48
"15202",304,"Alaska",3
"15203",304,"Arizona",40
"15204",304,"Arkansas",34
"15205",304,"California",42
"15206",304,"Colorado",18
"15207",304,"Connecticut",23
"15208",304,"Delaware",8
"15209",304,"Florida",49
"15210",304,"Georgia",35
"15211",304,"Hawaii",6
"15212",304,"Idaho",9
"15213",304,"Illinois",29
"15214",304,"Indiana",47
"15215",304,"Iowa",10
"15216",304,"Kansas",27
"15217",304,"Kentucky",20
"15218",304,"Louisiana",28
"15219",304,"Maine",5
"15220",304,"Maryland",16
"15221",304,"Massachusetts",17
"15222",304,"Michigan",45
"15223",304,"Minnesota",25
"15224",304,"Mississippi",43
"15225",304,"Missouri",24
"15226",304,"Montana",11
"15227",304,"Nebraska",13
"15228",304,"Nevada",19
"15229",304,"New Hampshire",4
"15230",304,"New Jersey",31
"15231",304,"New Mexico",33
"15232",304,"New York",46
"15233",304,"North Carolina",30
"15234",304,"North Dakota",2
"15235",304,"Ohio",41
"15236",304,"Oklahoma",32
"15237",304,"Oregon",44
"15238",304,"Pennsylvania",26
"15239",304,"Rhode Island",12
"15240",304,"South Carolina",37
"15241",304,"South Dakota",7
"15242",304,"Tennessee",38
"15243",304,"Texas",39
"15244",304,"Utah",22
"15245",304,"Vermont",1
"15246",304,"Virginia",36
"15247",304,"Washington",21
"15248",304,"West Virginia",14
"15249",304,"Wisconsin",15
"15250",304,"Wyoming",0
"15251",305,"Alabama",49
"15252",305,"Alaska",3
"15253",305,"Arizona",41
"15254",305,"Arkansas",35
"15255",305,"California",43
"15256",305,"Colorado",18
"15257",305,"Connecticut",23
"15258",305,"Delaware",8
"15259",305,"Florida",31
"15260",305,"Georgia",36
"15261",305,"Hawaii",6
"15262",305,"Idaho",9
"15263",305,"Illinois",29
"15264",305,"Indiana",48
"15265",305,"Iowa",10
"15266",305,"Kansas",27
"15267",305,"Kentucky",20
"15268",305,"Louisiana",28
"15269",305,"Maine",5
"15270",305,"Maryland",16
"15271",305,"Massachusetts",17
"15272",305,"Michigan",46
"15273",305,"Minnesota",25
"15274",305,"Mississippi",44
"15275",305,"Missouri",24
"15276",305,"Montana",11
"15277",305,"Nebraska",13
"15278",305,"Nevada",19
"15279",305,"New Hampshire",4
"15280",305,"New Jersey",32
"15281",305,"New Mexico",34
"15282",305,"New York",47
"15283",305,"North Carolina",30
"15284",305,"North Dakota",2
"15285",305,"Ohio",42
"15286",305,"Oklahoma",33
"15287",305,"Oregon",45
"15288",305,"Pennsylvania",26
"15289",305,"Rhode Island",12
"15290",305,"South Carolina",38
"15291",305,"South Dakota",7
"15292",305,"Tennessee",39
"15293",305,"Texas",40
"15294",305,"Utah",22
"15295",305,"Vermont",1
"15296",305,"Virginia",37
"15297",305,"Washington",21
"15298",305,"West Virginia",14
"15299",305,"Wisconsin",15
"15300",305,"Wyoming",0
"15301",306,"Alabama",12
"15302",306,"Alaska",3
"15303",306,"Arizona",42
"15304",306,"Arkansas",36
"15305",306,"California",44
"15306",306,"Colorado",19
"15307",306,"Connecticut",24
"15308",306,"Delaware",8
"15309",306,"Florida",32
"15310",306,"Georgia",37
"15311",306,"Hawaii",6
"15312",306,"Idaho",9
"15313",306,"Illinois",30
"15314",306,"Indiana",49
"15315",306,"Iowa",10
"15316",306,"Kansas",28
"15317",306,"Kentucky",21
"15318",306,"Louisiana",29
"15319",306,"Maine",5
"15320",306,"Maryland",17
"15321",306,"Massachusetts",18
"15322",306,"Michigan",47
"15323",306,"Minnesota",26
"15324",306,"Mississippi",45
"15325",306,"Missouri",25
"15326",306,"Montana",11
"15327",306,"Nebraska",14
"15328",306,"Nevada",20
"15329",306,"New Hampshire",4
"15330",306,"New Jersey",33
"15331",306,"New Mexico",35
"15332",306,"New York",48
"15333",306,"North Carolina",31
"15334",306,"North Dakota",2
"15335",306,"Ohio",43
"15336",306,"Oklahoma",34
"15337",306,"Oregon",46
"15338",306,"Pennsylvania",27
"15339",306,"Rhode Island",13
"15340",306,"South Carolina",39
"15341",306,"South Dakota",7
"15342",306,"Tennessee",40
"15343",306,"Texas",41
"15344",306,"Utah",23
"15345",306,"Vermont",1
"15346",306,"Virginia",38
"15347",306,"Washington",22
"15348",306,"West Virginia",15
"15349",306,"Wisconsin",16
"15350",306,"Wyoming",0
"15351",307,"Alabama",12
"15352",307,"Alaska",3
"15353",307,"Arizona",43
"15354",307,"Arkansas",37
"15355",307,"California",45
"15356",307,"Colorado",20
"15357",307,"Connecticut",25
"15358",307,"Delaware",8
"15359",307,"Florida",33
"15360",307,"Georgia",38
"15361",307,"Hawaii",6
"15362",307,"Idaho",9
"15363",307,"Illinois",31
"15364",307,"Indiana",17
"15365",307,"Iowa",10
"15366",307,"Kansas",29
"15367",307,"Kentucky",22
"15368",307,"Louisiana",30
"15369",307,"Maine",5
"15370",307,"Maryland",18
"15371",307,"Massachusetts",19
"15372",307,"Michigan",48
"15373",307,"Minnesota",27
"15374",307,"Mississippi",46
"15375",307,"Missouri",26
"15376",307,"Montana",11
"15377",307,"Nebraska",14
"15378",307,"Nevada",21
"15379",307,"New Hampshire",4
"15380",307,"New Jersey",34
"15381",307,"New Mexico",36
"15382",307,"New York",49
"15383",307,"North Carolina",32
"15384",307,"North Dakota",2
"15385",307,"Ohio",44
"15386",307,"Oklahoma",35
"15387",307,"Oregon",47
"15388",307,"Pennsylvania",28
"15389",307,"Rhode Island",13
"15390",307,"South Carolina",40
"15391",307,"South Dakota",7
"15392",307,"Tennessee",41
"15393",307,"Texas",42
"15394",307,"Utah",24
"15395",307,"Vermont",1
"15396",307,"Virginia",39
"15397",307,"Washington",23
"15398",307,"West Virginia",15
"15399",307,"Wisconsin",16
"15400",307,"Wyoming",0
"15401",308,"Alabama",12
"15402",308,"Alaska",3
"15403",308,"Arizona",44
"15404",308,"Arkansas",38
"15405",308,"California",46
"15406",308,"Colorado",20
"15407",308,"Connecticut",25
"15408",308,"Delaware",8
"15409",308,"Florida",34
"15410",308,"Georgia",39
"15411",308,"Hawaii",6
"15412",308,"Idaho",9
"15413",308,"Illinois",32
"15414",308,"Indiana",17
"15415",308,"Iowa",10
"15416",308,"Kansas",29
"15417",308,"Kentucky",22
"15418",308,"Louisiana",31
"15419",308,"Maine",5
"15420",308,"Maryland",18
"15421",308,"Massachusetts",19
"15422",308,"Michigan",49
"15423",308,"Minnesota",27
"15424",308,"Mississippi",47
"15425",308,"Missouri",26
"15426",308,"Montana",11
"15427",308,"Nebraska",14
"15428",308,"Nevada",21
"15429",308,"New Hampshire",4
"15430",308,"New Jersey",35
"15431",308,"New Mexico",37
"15432",308,"New York",30
"15433",308,"North Carolina",33
"15434",308,"North Dakota",2
"15435",308,"Ohio",45
"15436",308,"Oklahoma",36
"15437",308,"Oregon",48
"15438",308,"Pennsylvania",28
"15439",308,"Rhode Island",13
"15440",308,"South Carolina",41
"15441",308,"South Dakota",7
"15442",308,"Tennessee",42
"15443",308,"Texas",43
"15444",308,"Utah",24
"15445",308,"Vermont",1
"15446",308,"Virginia",40
"15447",308,"Washington",23
"15448",308,"West Virginia",15
"15449",308,"Wisconsin",16
"15450",308,"Wyoming",0
"15451",309,"Alabama",12
"15452",309,"Alaska",3
"15453",309,"Arizona",45
"15454",309,"Arkansas",39
"15455",309,"California",47
"15456",309,"Colorado",20
"15457",309,"Connecticut",26
"15458",309,"Delaware",8
"15459",309,"Florida",35
"15460",309,"Georgia",40
"15461",309,"Hawaii",6
"15462",309,"Idaho",9
"15463",309,"Illinois",33
"15464",309,"Indiana",17
"15465",309,"Iowa",10
"15466",309,"Kansas",30
"15467",309,"Kentucky",23
"15468",309,"Louisiana",32
"15469",309,"Maine",5
"15470",309,"Maryland",18
"15471",309,"Massachusetts",19
"15472",309,"Michigan",22
"15473",309,"Minnesota",28
"15474",309,"Mississippi",48
"15475",309,"Missouri",27
"15476",309,"Montana",11
"15477",309,"Nebraska",14
"15478",309,"Nevada",21
"15479",309,"New Hampshire",4
"15480",309,"New Jersey",36
"15481",309,"New Mexico",38
"15482",309,"New York",31
"15483",309,"North Carolina",34
"15484",309,"North Dakota",2
"15485",309,"Ohio",46
"15486",309,"Oklahoma",37
"15487",309,"Oregon",49
"15488",309,"Pennsylvania",29
"15489",309,"Rhode Island",13
"15490",309,"South Carolina",42
"15491",309,"South Dakota",7
"15492",309,"Tennessee",43
"15493",309,"Texas",44
"15494",309,"Utah",25
"15495",309,"Vermont",1
"15496",309,"Virginia",41
"15497",309,"Washington",24
"15498",309,"West Virginia",15
"15499",309,"Wisconsin",16
"15500",309,"Wyoming",0
"15501",310,"Alabama",13
"15502",310,"Alaska",3
"15503",310,"Arizona",46
"15504",310,"Arkansas",40
"15505",310,"California",48
"15506",310,"Colorado",21
"15507",310,"Connecticut",27
"15508",310,"Delaware",8
"15509",310,"Florida",36
"15510",310,"Georgia",41
"15511",310,"Hawaii",6
"15512",310,"Idaho",9
"15513",310,"Illinois",34
"15514",310,"Indiana",18
"15515",310,"Iowa",10
"15516",310,"Kansas",31
"15517",310,"Kentucky",24
"15518",310,"Louisiana",33
"15519",310,"Maine",5
"15520",310,"Maryland",19
"15521",310,"Massachusetts",20
"15522",310,"Michigan",23
"15523",310,"Minnesota",29
"15524",310,"Mississippi",49
"15525",310,"Missouri",28
"15526",310,"Montana",12
"15527",310,"Nebraska",15
"15528",310,"Nevada",22
"15529",310,"New Hampshire",4
"15530",310,"New Jersey",37
"15531",310,"New Mexico",39
"15532",310,"New York",32
"15533",310,"North Carolina",35
"15534",310,"North Dakota",2
"15535",310,"Ohio",47
"15536",310,"Oklahoma",38
"15537",310,"Oregon",11
"15538",310,"Pennsylvania",30
"15539",310,"Rhode Island",14
"15540",310,"South Carolina",43
"15541",310,"South Dakota",7
"15542",310,"Tennessee",44
"15543",310,"Texas",45
"15544",310,"Utah",26
"15545",310,"Vermont",1
"15546",310,"Virginia",42
"15547",310,"Washington",25
"15548",310,"West Virginia",16
"15549",310,"Wisconsin",17
"15550",310,"Wyoming",0
"15551",311,"Alabama",14
"15552",311,"Alaska",3
"15553",311,"Arizona",47
"15554",311,"Arkansas",41
"15555",311,"California",49
"15556",311,"Colorado",22
"15557",311,"Connecticut",28
"15558",311,"Delaware",8
"15559",311,"Florida",37
"15560",311,"Georgia",42
"15561",311,"Hawaii",6
"15562",311,"Idaho",9
"15563",311,"Illinois",35
"15564",311,"Indiana",19
"15565",311,"Iowa",11
"15566",311,"Kansas",32
"15567",311,"Kentucky",25
"15568",311,"Louisiana",34
"15569",311,"Maine",5
"15570",311,"Maryland",20
"15571",311,"Massachusetts",21
"15572",311,"Michigan",24
"15573",311,"Minnesota",30
"15574",311,"Mississippi",10
"15575",311,"Missouri",29
"15576",311,"Montana",13
"15577",311,"Nebraska",16
"15578",311,"Nevada",23
"15579",311,"New Hampshire",4
"15580",311,"New Jersey",38
"15581",311,"New Mexico",40
"15582",311,"New York",33
"15583",311,"North Carolina",36
"15584",311,"North Dakota",2
"15585",311,"Ohio",48
"15586",311,"Oklahoma",39
"15587",311,"Oregon",12
"15588",311,"Pennsylvania",31
"15589",311,"Rhode Island",15
"15590",311,"South Carolina",44
"15591",311,"South Dakota",7
"15592",311,"Tennessee",45
"15593",311,"Texas",46
"15594",311,"Utah",27
"15595",311,"Vermont",1
"15596",311,"Virginia",43
"15597",311,"Washington",26
"15598",311,"West Virginia",17
"15599",311,"Wisconsin",18
"15600",311,"Wyoming",0
"15601",312,"Alabama",14
"15602",312,"Alaska",3
"15603",312,"Arizona",48
"15604",312,"Arkansas",42
"15605",312,"California",38
"15606",312,"Colorado",22
"15607",312,"Connecticut",28
"15608",312,"Delaware",8
"15609",312,"Florida",37
"15610",312,"Georgia",43
"15611",312,"Hawaii",6
"15612",312,"Idaho",9
"15613",312,"Illinois",35
"15614",312,"Indiana",19
"15615",312,"Iowa",11
"15616",312,"Kansas",32
"15617",312,"Kentucky",25
"15618",312,"Louisiana",34
"15619",312,"Maine",5
"15620",312,"Maryland",20
"15621",312,"Massachusetts",21
"15622",312,"Michigan",24
"15623",312,"Minnesota",30
"15624",312,"Mississippi",10
"15625",312,"Missouri",29
"15626",312,"Montana",13
"15627",312,"Nebraska",16
"15628",312,"Nevada",23
"15629",312,"New Hampshire",4
"15630",312,"New Jersey",39
"15631",312,"New Mexico",41
"15632",312,"New York",33
"15633",312,"North Carolina",36
"15634",312,"North Dakota",2
"15635",312,"Ohio",49
"15636",312,"Oklahoma",40
"15637",312,"Oregon",12
"15638",312,"Pennsylvania",31
"15639",312,"Rhode Island",15
"15640",312,"South Carolina",45
"15641",312,"South Dakota",7
"15642",312,"Tennessee",46
"15643",312,"Texas",47
"15644",312,"Utah",27
"15645",312,"Vermont",1
"15646",312,"Virginia",44
"15647",312,"Washington",26
"15648",312,"West Virginia",17
"15649",312,"Wisconsin",18
"15650",312,"Wyoming",0
"15651",313,"Alabama",14
"15652",313,"Alaska",3
"15653",313,"Arizona",49
"15654",313,"Arkansas",43
"15655",313,"California",39
"15656",313,"Colorado",22
"15657",313,"Connecticut",29
"15658",313,"Delaware",8
"15659",313,"Florida",38
"15660",313,"Georgia",44
"15661",313,"Hawaii",6
"15662",313,"Idaho",9
"15663",313,"Illinois",36
"15664",313,"Indiana",19
"15665",313,"Iowa",11
"15666",313,"Kansas",33
"15667",313,"Kentucky",25
"15668",313,"Louisiana",35
"15669",313,"Maine",5
"15670",313,"Maryland",20
"15671",313,"Massachusetts",21
"15672",313,"Michigan",24
"15673",313,"Minnesota",31
"15674",313,"Mississippi",10
"15675",313,"Missouri",30
"15676",313,"Montana",13
"15677",313,"Nebraska",16
"15678",313,"Nevada",23
"15679",313,"New Hampshire",4
"15680",313,"New Jersey",40
"15681",313,"New Mexico",42
"15682",313,"New York",34
"15683",313,"North Carolina",37
"15684",313,"North Dakota",2
"15685",313,"Ohio",27
"15686",313,"Oklahoma",41
"15687",313,"Oregon",12
"15688",313,"Pennsylvania",32
"15689",313,"Rhode Island",15
"15690",313,"South Carolina",46
"15691",313,"South Dakota",7
"15692",313,"Tennessee",47
"15693",313,"Texas",48
"15694",313,"Utah",28
"15695",313,"Vermont",1
"15696",313,"Virginia",45
"15697",313,"Washington",26
"15698",313,"West Virginia",17
"15699",313,"Wisconsin",18
"15700",313,"Wyoming",0
"15701",314,"Alabama",14
"15702",314,"Alaska",3
"15703",314,"Arizona",17
"15704",314,"Arkansas",44
"15705",314,"California",40
"15706",314,"Colorado",23
"15707",314,"Connecticut",30
"15708",314,"Delaware",8
"15709",314,"Florida",39
"15710",314,"Georgia",45
"15711",314,"Hawaii",6
"15712",314,"Idaho",9
"15713",314,"Illinois",37
"15714",314,"Indiana",20
"15715",314,"Iowa",11
"15716",314,"Kansas",34
"15717",314,"Kentucky",26
"15718",314,"Louisiana",36
"15719",314,"Maine",5
"15720",314,"Maryland",21
"15721",314,"Massachusetts",22
"15722",314,"Michigan",25
"15723",314,"Minnesota",32
"15724",314,"Mississippi",10
"15725",314,"Missouri",31
"15726",314,"Montana",13
"15727",314,"Nebraska",16
"15728",314,"Nevada",24
"15729",314,"New Hampshire",4
"15730",314,"New Jersey",41
"15731",314,"New Mexico",43
"15732",314,"New York",35
"15733",314,"North Carolina",38
"15734",314,"North Dakota",2
"15735",314,"Ohio",28
"15736",314,"Oklahoma",42
"15737",314,"Oregon",12
"15738",314,"Pennsylvania",33
"15739",314,"Rhode Island",15
"15740",314,"South Carolina",47
"15741",314,"South Dakota",7
"15742",314,"Tennessee",48
"15743",314,"Texas",49
"15744",314,"Utah",29
"15745",314,"Vermont",1
"15746",314,"Virginia",46
"15747",314,"Washington",27
"15748",314,"West Virginia",18
"15749",314,"Wisconsin",19
"15750",314,"Wyoming",0
"15751",315,"Alabama",14
"15752",315,"Alaska",3
"15753",315,"Arizona",17
"15754",315,"Arkansas",45
"15755",315,"California",41
"15756",315,"Colorado",23
"15757",315,"Connecticut",30
"15758",315,"Delaware",8
"15759",315,"Florida",40
"15760",315,"Georgia",46
"15761",315,"Hawaii",6
"15762",315,"Idaho",9
"15763",315,"Illinois",38
"15764",315,"Indiana",20
"15765",315,"Iowa",11
"15766",315,"Kansas",34
"15767",315,"Kentucky",26
"15768",315,"Louisiana",37
"15769",315,"Maine",5
"15770",315,"Maryland",21
"15771",315,"Massachusetts",22
"15772",315,"Michigan",25
"15773",315,"Minnesota",32
"15774",315,"Mississippi",10
"15775",315,"Missouri",31
"15776",315,"Montana",13
"15777",315,"Nebraska",16
"15778",315,"Nevada",24
"15779",315,"New Hampshire",4
"15780",315,"New Jersey",42
"15781",315,"New Mexico",44
"15782",315,"New York",36
"15783",315,"North Carolina",39
"15784",315,"North Dakota",2
"15785",315,"Ohio",28
"15786",315,"Oklahoma",43
"15787",315,"Oregon",12
"15788",315,"Pennsylvania",33
"15789",315,"Rhode Island",15
"15790",315,"South Carolina",48
"15791",315,"South Dakota",7
"15792",315,"Tennessee",49
"15793",315,"Texas",35
"15794",315,"Utah",29
"15795",315,"Vermont",1
"15796",315,"Virginia",47
"15797",315,"Washington",27
"15798",315,"West Virginia",18
"15799",315,"Wisconsin",19
"15800",315,"Wyoming",0
"15801",316,"Alabama",14
"15802",316,"Alaska",3
"15803",316,"Arizona",18
"15804",316,"Arkansas",46
"15805",316,"California",42
"15806",316,"Colorado",24
"15807",316,"Connecticut",31
"15808",316,"Delaware",8
"15809",316,"Florida",41
"15810",316,"Georgia",47
"15811",316,"Hawaii",6
"15812",316,"Idaho",9
"15813",316,"Illinois",39
"15814",316,"Indiana",21
"15815",316,"Iowa",11
"15816",316,"Kansas",35
"15817",316,"Kentucky",27
"15818",316,"Louisiana",38
"15819",316,"Maine",5
"15820",316,"Maryland",22
"15821",316,"Massachusetts",23
"15822",316,"Michigan",26
"15823",316,"Minnesota",33
"15824",316,"Mississippi",10
"15825",316,"Missouri",32
"15826",316,"Montana",13
"15827",316,"Nebraska",16
"15828",316,"Nevada",25
"15829",316,"New Hampshire",4
"15830",316,"New Jersey",43
"15831",316,"New Mexico",45
"15832",316,"New York",37
"15833",316,"North Carolina",40
"15834",316,"North Dakota",2
"15835",316,"Ohio",29
"15836",316,"Oklahoma",44
"15837",316,"Oregon",12
"15838",316,"Pennsylvania",34
"15839",316,"Rhode Island",15
"15840",316,"South Carolina",49
"15841",316,"South Dakota",7
"15842",316,"Tennessee",17
"15843",316,"Texas",36
"15844",316,"Utah",30
"15845",316,"Vermont",1
"15846",316,"Virginia",48
"15847",316,"Washington",28
"15848",316,"West Virginia",19
"15849",316,"Wisconsin",20
"15850",316,"Wyoming",0
"15851",317,"Alabama",15
"15852",317,"Alaska",3
"15853",317,"Arizona",19
"15854",317,"Arkansas",47
"15855",317,"California",43
"15856",317,"Colorado",25
"15857",317,"Connecticut",32
"15858",317,"Delaware",8
"15859",317,"Florida",42
"15860",317,"Georgia",48
"15861",317,"Hawaii",6
"15862",317,"Idaho",9
"15863",317,"Illinois",40
"15864",317,"Indiana",22
"15865",317,"Iowa",11
"15866",317,"Kansas",36
"15867",317,"Kentucky",28
"15868",317,"Louisiana",39
"15869",317,"Maine",5
"15870",317,"Maryland",23
"15871",317,"Massachusetts",24
"15872",317,"Michigan",27
"15873",317,"Minnesota",34
"15874",317,"Mississippi",10
"15875",317,"Missouri",33
"15876",317,"Montana",13
"15877",317,"Nebraska",17
"15878",317,"Nevada",26
"15879",317,"New Hampshire",4
"15880",317,"New Jersey",44
"15881",317,"New Mexico",46
"15882",317,"New York",38
"15883",317,"North Carolina",41
"15884",317,"North Dakota",2
"15885",317,"Ohio",30
"15886",317,"Oklahoma",45
"15887",317,"Oregon",12
"15888",317,"Pennsylvania",35
"15889",317,"Rhode Island",16
"15890",317,"South Carolina",14
"15891",317,"South Dakota",7
"15892",317,"Tennessee",18
"15893",317,"Texas",37
"15894",317,"Utah",31
"15895",317,"Vermont",1
"15896",317,"Virginia",49
"15897",317,"Washington",29
"15898",317,"West Virginia",20
"15899",317,"Wisconsin",21
"15900",317,"Wyoming",0
"15901",318,"Alabama",15
"15902",318,"Alaska",3
"15903",318,"Arizona",19
"15904",318,"Arkansas",48
"15905",318,"California",44
"15906",318,"Colorado",26
"15907",318,"Connecticut",33
"15908",318,"Delaware",8
"15909",318,"Florida",43
"15910",318,"Georgia",49
"15911",318,"Hawaii",6
"15912",318,"Idaho",9
"15913",318,"Illinois",41
"15914",318,"Indiana",23
"15915",318,"Iowa",11
"15916",318,"Kansas",37
"15917",318,"Kentucky",29
"15918",318,"Louisiana",40
"15919",318,"Maine",5
"15920",318,"Maryland",24
"15921",318,"Massachusetts",25
"15922",318,"Michigan",28
"15923",318,"Minnesota",35
"15924",318,"Mississippi",10
"15925",318,"Missouri",34
"15926",318,"Montana",13
"15927",318,"Nebraska",17
"15928",318,"Nevada",27
"15929",318,"New Hampshire",4
"15930",318,"New Jersey",45
"15931",318,"New Mexico",47
"15932",318,"New York",39
"15933",318,"North Carolina",42
"15934",318,"North Dakota",2
"15935",318,"Ohio",31
"15936",318,"Oklahoma",46
"15937",318,"Oregon",12
"15938",318,"Pennsylvania",36
"15939",318,"Rhode Island",16
"15940",318,"South Carolina",14
"15941",318,"South Dakota",7
"15942",318,"Tennessee",18
"15943",318,"Texas",38
"15944",318,"Utah",32
"15945",318,"Vermont",1
"15946",318,"Virginia",22
"15947",318,"Washington",30
"15948",318,"West Virginia",20
"15949",318,"Wisconsin",21
"15950",318,"Wyoming",0
"15951",319,"Alabama",15
"15952",319,"Alaska",3
"15953",319,"Arizona",19
"15954",319,"Arkansas",49
"15955",319,"California",45
"15956",319,"Colorado",27
"15957",319,"Connecticut",34
"15958",319,"Delaware",8
"15959",319,"Florida",44
"15960",319,"Georgia",26
"15961",319,"Hawaii",6
"15962",319,"Idaho",9
"15963",319,"Illinois",42
"15964",319,"Indiana",23
"15965",319,"Iowa",11
"15966",319,"Kansas",38
"15967",319,"Kentucky",30
"15968",319,"Louisiana",41
"15969",319,"Maine",5
"15970",319,"Maryland",24
"15971",319,"Massachusetts",25
"15972",319,"Michigan",29
"15973",319,"Minnesota",36
"15974",319,"Mississippi",10
"15975",319,"Missouri",35
"15976",319,"Montana",13
"15977",319,"Nebraska",17
"15978",319,"Nevada",28
"15979",319,"New Hampshire",4
"15980",319,"New Jersey",46
"15981",319,"New Mexico",48
"15982",319,"New York",40
"15983",319,"North Carolina",43
"15984",319,"North Dakota",2
"15985",319,"Ohio",32
"15986",319,"Oklahoma",47
"15987",319,"Oregon",12
"15988",319,"Pennsylvania",37
"15989",319,"Rhode Island",16
"15990",319,"South Carolina",14
"15991",319,"South Dakota",7
"15992",319,"Tennessee",18
"15993",319,"Texas",39
"15994",319,"Utah",33
"15995",319,"Vermont",1
"15996",319,"Virginia",22
"15997",319,"Washington",31
"15998",319,"West Virginia",20
"15999",319,"Wisconsin",21
